file,..\..\src\qs\qs_fp.cpp,halstead_effort,81972.390,
file,..\..\src\qs\qs_fp.cpp,halstead_length,330,
file,..\..\src\qs\qs_fp.cpp,halstead_level,0.025,
file,..\..\src\qs\qs_fp.cpp,halstead_time,4554.022,
file,..\..\src\qs\qs_fp.cpp,halstead_vocabulary,72,
file,..\..\src\qs\qs_fp.cpp,halstead_volume,2036.075,
file,..\..\src\qs\qs_fp.cpp,num_code_lines,58,
file,..\..\src\qs\qs_fp.cpp,num_comment_lines,62,
file,..\..\src\qs\qs_fp.cpp,num_empty_lines,15,
file,..\..\src\qs\qs_fp.cpp,num_include_directives,2,
file,..\..\src\qs\qs_fp.cpp,num_lines,115,
file,..\..\src\qs\qs_rx.cpp,halstead_bugs,13.495,
file,..\..\src\qs\qs_rx.cpp,halstead_difficulty,212.705,
file,..\..\src\qs\qs_rx.cpp,halstead_effort,8611661.927,
file,..\..\src\qs\qs_rx.cpp,halstead_length,4812,
file,..\..\src\qs\qs_rx.cpp,halstead_level,0.005,
file,..\..\src\qs\qs_rx.cpp,halstead_time,478425.663,
file,..\..\src\qs\qs_rx.cpp,halstead_vocabulary,341,
file,..\..\src\qs\qs_rx.cpp,halstead_volume,40486.378,
file,..\..\src\qs\qs_rx.cpp,num_code_lines,1120,
file,..\..\src\qs\qs_rx.cpp,num_comment_lines,245,
file,..\..\src\qs\qs_rx.cpp,num_empty_lines,74,
file,..\..\src\qs\qs_rx.cpp,num_include_directives,4,
file,..\..\src\qs\qs_rx.cpp,num_lines,1351,
file,..\../include\qf_pkg.hpp,halstead_bugs,0.737,
file,..\../include\qf_pkg.hpp,halstead_difficulty,42.754,
file,..\../include\qf_pkg.hpp,halstead_effort,94496.634,
file,..\../include\qf_pkg.hpp,halstead_length,338,
file,..\../include\qf_pkg.hpp,halstead_level,0.023,
file,..\../include\qf_pkg.hpp,halstead_time,5249.813,
file,..\../include\qf_pkg.hpp,halstead_vocabulary,93,
file,..\../include\qf_pkg.hpp,halstead_volume,2210.236,
file,..\../include\qf_pkg.hpp,num_code_lines,55,
file,..\../include\qf_pkg.hpp,num_comment_lines,95,
